age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
,1.0,1.0,,,0.0,0.5,0.25,0.75,,0.75,,0.1875,0.5789473684210527,0.631578947368421,,,U,GT3,T,,,home,,no,no,no,yes,yes,,yes,
0.4285714285714284,,1.0,,,0.3333333333333333,,0.75,0.75,,0.0,,,0.7368421052631579,0.631578947368421,,F,U,GT3,,health,health,reputation,father,yes,,no,,,yes,,13.0
0.2857142857142856,,0.5,0.6666666666666667,0.6666666666666667,0.0,,0.25,0.5,,0.0,0.0,,,0.7894736842105263,,F,,GT3,,,services,reputation,father,no,,,no,yes,yes,,15.0
,0.75,0.5,,0.3333333333333333,,0.5,,0.5,,0.5,0.5,0.0,,0.42105263157894735,,F,,GT3,,,,reputation,,yes,yes,no,no,,no,,10.0
,1.0,,0.3333333333333333,,0.0,,0.25,0.5,0.0,0.25,0.0,0.0,0.5263157894736842,0.5263157894736842,GP,,U,LE3,,teacher,,,mother,no,no,no,yes,,,yes,
0.4285714285714284,0.25,,0.3333333333333333,0.0,0.0,0.5,0.75,,0.25,0.75,0.75,0.3125,0.5263157894736842,,GP,M,,,T,at_home,other,home,other,no,no,,no,no,no,yes,11.0
,,,,0.0,,,1.0,0.75,,0.75,1.0,,,0.5789473684210527,GP,M,,LE3,A,,other,home,,no,no,,yes,,yes,,
0.2857142857142856,0.75,0.5,,,0.0,0.75,,0.75,0.5,0.75,0.5,,0.6842105263157894,,GP,M,U,LE3,A,teacher,services,home,mother,,,,no,yes,yes,yes,13.0
,,0.25,,1.0,0.0,1.0,0.25,0.25,,0.0,0.5,,,0.894736842105263,,,R,LE3,,,other,,mother,no,,,,,,no,
0.4285714285714284,0.25,,,,,1.0,,0.75,0.0,0.0,0.75,0.0,,,GP,,U,GT3,T,other,other,home,mother,yes,no,no,yes,yes,yes,yes,
0.2857142857142856,,0.5,0.0,0.3333333333333333,,1.0,0.75,,,0.25,1.0,,0.631578947368421,0.631578947368421,GP,F,U,GT3,T,,,course,mother,no,yes,no,no,,yes,,14.0
,0.5,,,,0.0,0.75,0.5,0.0,0.0,0.0,1.0,,,0.6842105263157894,GP,F,U,,T,other,other,reputation,mother,no,,,yes,yes,,yes,14.0
0.2857142857142856,,0.25,0.0,0.3333333333333333,0.0,,0.5,,,0.25,0.75,0.0,,0.631578947368421,GP,M,U,GT3,T,,,,father,no,no,,,,,yes,12.0
0.4285714285714284,0.5,0.5,0.0,,0.0,0.75,0.5,,,,0.25,0.0,0.9473684210526315,0.9473684210526315,,F,U,GT3,T,,,other,mother,no,yes,no,no,yes,yes,,18.0
0.2857142857142856,0.25,0.25,0.0,0.6666666666666667,,0.75,0.5,0.5,,,,0.0,,0.6842105263157894,,,,,T,services,teacher,,,no,yes,,no,yes,,yes,
0.4285714285714284,,0.25,,0.6666666666666667,,0.75,0.25,0.75,0.0,0.5,,,0.7368421052631579,,GP,,U,GT3,T,services,,reputation,,no,no,no,,,,,
0.4285714285714284,,1.0,0.0,0.3333333333333333,,,0.75,,0.0,,0.25,0.0,0.894736842105263,,,M,U,,,,teacher,,mother,no,yes,no,yes,yes,,yes,17.0
0.4285714285714284,1.0,,0.0,,0.0,,0.5,,0.0,0.75,,0.0625,0.7894736842105263,0.8421052631578947,,M,U,GT3,T,teacher,,,,,yes,no,,yes,yes,yes,16.0
0.2857142857142856,,,,0.6666666666666667,,0.75,,0.25,,,,0.0,,0.9473684210526315,,,U,,T,health,,,,no,yes,no,no,,yes,yes,18.0
0.2857142857142856,0.75,,0.3333333333333333,1.0,,0.5,,0.25,0.0,,0.5,0.0,0.9473684210526315,,,,,LE3,T,services,other,reputation,mother,no,yes,no,,,yes,no,19.0
0.4285714285714284,,0.5,,0.6666666666666667,0.0,,0.75,0.25,,0.0,0.75,0.0,,,GP,,R,,T,services,,,mother,no,,no,,yes,yes,,15.0
,,,0.0,0.0,0.0,,,0.5,,0.5,,0.0,,0.7894736842105263,,,,,,health,other,home,mother,no,yes,no,no,yes,,,15.0
,1.0,1.0,,,0.0,0.25,,0.75,0.25,,,0.0625,,0.6842105263157894,GP,F,U,GT3,,,other,reputation,,no,,,,yes,yes,,
,1.0,,0.3333333333333333,,0.0,,0.75,,,0.25,0.25,0.0,0.6842105263157894,0.7368421052631579,GP,,U,LE3,,other,,,other,no,,,no,,yes,yes,14.0
0.4285714285714284,1.0,0.75,0.0,1.0,0.0,0.75,,,,,,0.0,0.8421052631578947,0.894736842105263,GP,F,U,GT3,,other,other,,father,no,,no,,,yes,yes,17.0
0.4285714285714284,,1.0,0.0,0.0,,0.0,0.75,0.25,0.25,,0.0,0.0,,0.9473684210526315,GP,M,U,,T,teacher,,,,no,yes,no,no,yes,,yes,17.0
0.4285714285714284,1.0,1.0,0.0,,0.0,,,0.75,,,,0.0,0.7368421052631579,0.7894736842105263,,F,U,,A,health,,home,mother,,,,,yes,yes,,15.0
,,,0.3333333333333333,0.0,,,0.0,0.0,,,1.0,0.0,,0.6842105263157894,GP,M,U,LE3,T,,,home,,no,no,no,no,,yes,yes,
0.2857142857142856,,1.0,0.3333333333333333,,0.0,1.0,,,0.0,0.0,1.0,0.0,0.3684210526315789,0.3684210526315789,GP,F,,,T,,services,reputation,,no,yes,no,,,yes,yes,
,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,,0.5,,0.0,0.0,,0.0,0.8421052631578947,,GP,,U,GT3,,other,,reputation,mother,,,no,no,,yes,,
0.2857142857142856,,0.5,0.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,,0.0,0.9473684210526315,0.9473684210526315,GP,F,U,,T,,health,reputation,,,yes,,,no,,yes,18.0
,,0.25,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.75,,,,,1.0,0.0,,0.5263157894736842,,M,R,LE3,T,,services,course,mother,no,no,no,yes,,yes,yes,11.0
,0.75,,0.0,0.0,0.6666666666666666,1.0,,,0.0,,1.0,,0.7368421052631579,0.7894736842105263,,,U,GT3,A,services,other,,other,,,no,,,,no,15.0
0.5714285714285712,0.75,0.75,,0.3333333333333333,,,,0.5,,,,,0.5263157894736842,0.5263157894736842,GP,,,GT3,,other,,reputation,,no,no,no,,yes,yes,,
0.4285714285714284,,1.0,,0.3333333333333333,,0.5,,,,0.25,,0.0625,,,GP,F,U,GT3,T,other,teacher,,mother,yes,yes,,,no,,no,
0.4285714285714284,,0.25,,0.3333333333333333,0.0,,0.5,,,0.25,0.0,,,,GP,,U,GT3,,,other,,,,yes,no,,,yes,yes,15.0
0.2857142857142856,0.5,0.75,,,0.0,0.75,0.25,,0.0,0.0,,0.0625,0.5789473684210527,0.631578947368421,GP,F,U,,,other,other,course,father,,no,,yes,yes,yes,,
0.2857142857142856,1.0,1.0,,0.0,0.0,,0.75,,0.0,0.0,1.0,0.0625,0.7894736842105263,,GP,F,,,T,,,course,,no,,no,yes,yes,,yes,17.0
0.4285714285714284,,,0.0,,0.0,,0.5,0.75,0.0,0.0,1.0,0.0625,0.7368421052631579,0.7894736842105263,GP,,U,,T,other,other,course,mother,,yes,,yes,,,yes,
0.4285714285714284,,0.75,0.3333333333333333,,,0.5,,0.75,,,0.0,,0.631578947368421,,,F,U,LE3,,health,services,,mother,no,,no,no,,yes,,15.0
0.2857142857142856,0.75,1.0,,0.6666666666666667,0.0,0.75,0.5,,,,1.0,,0.7894736842105263,0.7894736842105263,,F,R,GT3,,,,,father,no,,no,yes,,,yes,17.0
0.4285714285714284,,,,0.3333333333333333,0.0,,0.0,0.75,0.0,0.0,,0.25,,,GP,F,U,GT3,T,at_home,,course,father,no,yes,no,no,yes,yes,,14.0
0.5714285714285712,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,,0.75,0.75,,0.0,0.0,0.28125,,,GP,,U,,T,,,course,,no,yes,no,yes,,,yes,10.0
0.4285714285714284,1.0,1.0,,0.3333333333333333,0.0,0.75,0.75,,,0.5,1.0,0.0,,,GP,,U,GT3,T,,other,,,,,no,,,yes,,13.0
,,1.0,,0.0,,,,,,0.0,0.0,,0.5789473684210527,0.631578947368421,GP,F,U,,,other,other,course,mother,no,yes,no,yes,,,,14.0
,1.0,,0.0,,,1.0,0.5,0.75,0.0,,,0.0625,0.7368421052631579,0.7894736842105263,GP,F,,GT3,T,health,,,,,no,,,,yes,yes,
,,0.75,,0.3333333333333333,0.0,,0.25,,0.0,,1.0,0.4375,0.7894736842105263,,,F,U,GT3,,,services,,,,yes,no,no,,yes,yes,
0.2857142857142856,0.75,,0.0,,0.0,,,,0.0,0.0,1.0,0.0,0.631578947368421,,GP,,,LE3,,,other,home,mother,yes,yes,no,,,yes,,13.0
0.2857142857142856,,,,,,0.75,0.25,0.5,,,0.25,0.0625,0.5789473684210527,0.631578947368421,GP,F,,LE3,,other,other,,,,,,,,,yes,
,1.0,1.0,0.0,,0.0,0.75,0.25,1.0,0.5,0.75,1.0,0.0625,0.42105263157894735,0.47368421052631576,,M,,LE3,T,,other,,,,,,no,yes,,yes,
,,0.25,0.6666666666666667,,,,1.0,1.0,,0.5,,0.375,0.5263157894736842,0.5263157894736842,GP,F,,,T,,,course,other,no,no,no,,yes,no,,
,0.25,0.25,0.6666666666666667,0.3333333333333333,,1.0,0.5,,0.0,,0.75,0.0625,0.42105263157894735,0.42105263157894735,,F,,LE3,A,other,,course,other,no,,,,no,yes,yes,
,0.5,0.5,0.0,0.0,0.0,0.75,0.5,1.0,,,,0.0625,,,,F,,GT3,,,other,,,,yes,no,,,yes,yes,10.0
0.2857142857142856,0.5,0.5,0.0,0.3333333333333333,,0.75,0.25,,0.0,0.0,0.5,0.125,0.7368421052631579,,GP,F,,,T,,other,,,no,,no,no,,,,
0.2857142857142856,0.5,,0.0,,,,0.5,0.25,0.25,,,0.0,0.5789473684210527,0.5789473684210527,,,R,LE3,T,services,services,course,mother,no,yes,,,yes,yes,yes,
,0.75,,,,0.0,,0.75,0.5,0.25,0.5,,,,0.9473684210526315,,,U,,,services,services,,,no,,no,,no,,yes,
0.2857142857142856,,,0.3333333333333333,0.6666666666666667,0.0,0.5,0.5,0.5,0.25,0.5,,0.0,0.7368421052631579,,GP,,U,,,at_home,at_home,home,father,no,,no,no,yes,,yes,
0.4285714285714284,0.25,0.25,0.3333333333333333,,0.0,0.75,,1.0,,0.25,0.25,0.0,,,GP,F,,,,other,other,home,mother,no,no,,yes,yes,yes,yes,14.0
0.4285714285714284,1.0,,0.0,0.6666666666666667,,0.75,0.5,,0.25,0.25,0.5,,0.6842105263157894,,GP,M,U,,,,,course,mother,no,no,,,,yes,yes,
,0.75,0.75,0.0,0.0,,0.75,0.5,,0.5,1.0,,0.0,,,GP,,U,GT3,,other,services,reputation,mother,,no,no,yes,,yes,,17.0
0.2857142857142856,0.5,0.5,,,,,,1.0,1.0,,0.75,0.0625,0.5789473684210527,0.5263157894736842,,M,R,,,,,course,mother,,yes,no,,,,,
,1.0,1.0,,,0.0,1.0,0.75,0.75,,,0.75,,0.6842105263157894,0.631578947368421,GP,,U,GT3,,,services,course,mother,,yes,no,yes,yes,yes,yes,
0.2857142857142856,1.0,,0.3333333333333333,0.6666666666666667,,,0.5,,0.0,,0.75,,,0.7368421052631579,GP,,,GT3,T,teacher,teacher,course,mother,no,yes,,,,,,15.0
0.2857142857142856,0.75,,,0.0,,0.75,0.25,,,1.0,1.0,0.0625,0.5789473684210527,,GP,,,GT3,T,,,,,,yes,yes,yes,yes,yes,yes,11.0
,0.5,0.5,0.0,1.0,0.0,0.75,,1.0,,,,0.0,,0.5789473684210527,,M,U,,,other,other,course,,no,yes,,yes,,yes,yes,
,,0.5,0.0,0.0,0.0,,0.5,0.75,0.25,,,0.0,0.5789473684210527,,GP,M,,GT3,T,,services,home,other,,,no,,no,,,10.0
0.4285714285714284,0.5,,1.0,,0.0,0.75,,1.0,,0.0,0.25,0.0625,0.5263157894736842,,,,U,GT3,,at_home,,,mother,no,no,,yes,,,no,10.0
,,1.0,,0.6666666666666667,0.0,,0.75,0.5,,0.0,,0.0,,0.7894736842105263,,,R,,,,,course,father,,yes,no,no,,yes,yes,15.0
0.4285714285714284,,0.5,0.0,0.0,,1.0,0.75,0.25,0.0,0.25,,0.1875,,0.7368421052631579,,M,U,GT3,,other,,,,no,no,no,no,,yes,,
,0.75,0.75,,0.3333333333333333,0.0,,0.5,0.75,0.0,0.0,0.75,,0.5263157894736842,0.5789473684210527,,F,U,,T,services,,,,no,no,no,,,,yes,12.0
0.4285714285714284,,0.5,0.0,,0.0,,,,0.0,0.0,,,0.5263157894736842,0.47368421052631576,GP,,,,,other,other,home,other,,,no,,,,,
0.4285714285714284,0.5,,,1.0,,,,,0.0,0.0,,,,,GP,F,R,GT3,T,at_home,,,mother,,no,no,yes,,yes,,14.0
,0.75,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,,0.0,0.5,1.0,,0.5789473684210527,,,F,,,T,,,,mother,no,no,,,,yes,yes,
,,0.5,0.0,0.3333333333333333,0.0,0.75,,,0.25,0.5,0.25,0.0,0.631578947368421,0.6842105263157894,GP,F,,GT3,T,,other,home,,no,,no,no,,,yes,
,0.75,,,1.0,0.0,1.0,0.5,,,,0.0,0.125,0.7368421052631579,0.7368421052631579,GP,,U,,,services,services,home,mother,,yes,no,,yes,yes,yes,15.0
0.2857142857142856,0.75,,,,,0.75,0.5,,,,0.25,0.0,0.7368421052631579,0.7368421052631579,,,,,A,other,other,home,,,yes,no,,yes,yes,yes,16.0
0.4285714285714284,1.0,1.0,0.0,,0.0,,,0.5,0.25,,,,0.631578947368421,,,M,,GT3,T,,services,home,father,no,,no,yes,,,,
0.4285714285714284,,,0.0,,0.0,0.75,,0.5,0.0,,,0.1875,0.8421052631578947,0.8421052631578947,,M,U,LE3,T,services,other,home,mother,,no,no,,yes,,yes,17.0
,0.5,,0.0,0.3333333333333333,,,,0.0,0.0,,,,0.5263157894736842,0.631578947368421,,F,,GT3,A,at_home,at_home,home,father,no,,,,yes,,,14.0
,0.5,0.75,0.0,0.6666666666666667,0.0,0.75,,0.5,,,0.5,,,,,,,GT3,T,,other,,,,yes,no,no,yes,yes,yes,14.0
,,0.5,0.0,,,1.0,0.75,,0.25,0.5,0.0,0.125,0.7368421052631579,,,F,U,,T,other,,,,no,no,no,no,yes,yes,yes,17.0
0.4285714285714284,,0.75,,0.6666666666666667,0.0,,,0.25,0.0,,0.75,,,,,M,R,GT3,T,,services,,mother,no,,no,,,,,
,1.0,,0.0,0.6666666666666667,0.0,,,1.0,0.25,0.5,,0.0,,0.6842105263157894,GP,,U,,T,teacher,other,,,no,yes,no,,,yes,yes,14.0
0.2857142857142856,1.0,,,0.6666666666666667,0.0,0.75,0.75,,,0.5,0.75,0.0,0.5789473684210527,0.631578947368421,,F,U,GT3,T,,,,,no,yes,no,yes,,yes,,
0.2857142857142856,0.5,0.25,,0.3333333333333333,,,0.5,0.75,0.25,0.25,0.0,0.3125,0.631578947368421,0.7894736842105263,GP,F,,GT3,T,,other,,mother,no,,no,yes,yes,,yes,15.0
0.2857142857142856,0.5,0.25,0.0,0.3333333333333333,,0.75,0.5,1.0,,,,,0.631578947368421,,GP,,,GT3,,services,,reputation,mother,no,,no,yes,yes,yes,,16.0
,,0.75,,,,0.25,0.25,0.5,,0.75,1.0,0.5,,0.5789473684210527,GP,,,,A,,other,,other,,no,no,,yes,,yes,11.0
,,,0.0,0.0,0.3333333333333333,,,0.25,,0.0,,,0.5263157894736842,0.6842105263157894,GP,,,GT3,T,other,,home,mother,no,yes,yes,no,yes,yes,yes,13.0
0.8571428571428572,,,,,,,,0.25,,,1.0,0.0,0.47368421052631576,0.631578947368421,GP,F,U,LE3,T,other,other,,other,no,no,yes,yes,yes,yes,,12.0
,,0.5,,0.3333333333333333,,,0.75,,0.0,0.5,0.5,0.34375,0.47368421052631576,0.5789473684210527,GP,,U,LE3,T,services,services,reputation,mother,,,no,yes,,,,12.0
0.4285714285714284,0.75,,,,,0.75,0.5,,,,0.25,,,,GP,M,U,,A,other,,,other,,no,no,yes,,yes,yes,
0.2857142857142856,,,0.0,,,,0.5,0.75,,0.5,,0.0,0.6842105263157894,0.894736842105263,GP,F,,GT3,,services,,,,,yes,no,yes,yes,yes,,
,,,,,,0.75,,0.25,0.0,0.25,,,,,,M,U,LE3,A,,other,,mother,no,yes,,no,,,,
0.4285714285714284,1.0,,0.0,0.3333333333333333,0.0,0.75,,,0.0,0.0,0.5,0.0,0.7368421052631579,,,,U,LE3,T,teacher,other,course,mother,,yes,no,,,yes,,17.0
,0.25,0.25,,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,,0.25,0.75,,,,GP,M,,LE3,T,,other,course,other,,,,yes,yes,no,,
0.714285714285714,0.25,0.25,0.3333333333333333,,,,,,,,,0.25,,0.7894736842105263,GP,F,R,,T,other,other,,,,no,no,,yes,yes,yes,15.0
0.5714285714285712,,1.0,,0.0,0.3333333333333333,0.5,0.25,,,0.75,,0.15625,,,,F,U,,,teacher,,home,other,no,yes,no,no,yes,yes,,11.0
,0.75,0.5,,,0.0,0.75,0.75,0.75,,0.25,1.0,0.3125,,0.9473684210526315,,,U,,,other,other,reputation,mother,no,,,,yes,,,18.0
0.4285714285714284,0.75,0.5,,0.6666666666666667,0.0,0.75,,0.75,0.0,,0.25,,0.7368421052631579,0.894736842105263,,,,,,,other,,father,no,yes,no,,,yes,yes,17.0
0.4285714285714284,0.5,0.75,0.0,,,0.5,0.0,0.5,,1.0,,0.40625,,,,,R,,,other,services,,,no,no,,no,,,yes,14.0
,0.5,,,,,1.0,0.5,,0.0,0.75,0.75,0.3125,,0.5789473684210527,GP,M,U,,T,,,,mother,,no,,no,,yes,yes,11.0
,0.5,0.5,0.3333333333333333,,0.0,,0.0,0.75,,0.5,0.75,0.3125,,0.894736842105263,GP,,,LE3,,services,,,mother,no,yes,no,no,,yes,,17.0
,,0.0,,,0.3333333333333333,1.0,0.5,0.0,,0.0,,0.15625,0.42105263157894735,0.5263157894736842,GP,,U,GT3,,,other,reputation,,yes,,,no,,yes,,
,0.75,0.5,0.0,,0.0,0.5,0.0,0.25,0.0,,0.0,0.125,0.5263157894736842,,,F,,,T,services,other,home,,no,,no,yes,,,yes,
,0.25,0.75,,0.0,0.0,,0.5,,0.0,0.5,1.0,0.34375,,,MS,F,,GT3,,,other,,father,,,no,no,yes,no,,11.0
0.1428571428571428,0.5,,,0.3333333333333333,0.0,0.75,0.75,,0.0,0.0,1.0,,,,MS,,,GT3,,,,,mother,no,yes,no,yes,yes,,,12.0
,,0.25,0.0,,,,0.0,,0.0,0.0,0.25,,,0.5263157894736842,MS,,R,,,at_home,,other,mother,no,yes,no,,yes,yes,,
,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.75,0.75,0.25,0.5,1.0,0.125,0.5263157894736842,0.5263157894736842,MS,F,R,GT3,,,other,course,mother,,,,,yes,,yes,11.0
0.1428571428571428,0.5,0.75,,0.3333333333333333,0.0,,,,,0.25,1.0,,0.8421052631578947,0.894736842105263,,F,R,GT3,T,at_home,,course,mother,,no,no,,yes,,no,
0.0,,,,0.0,0.0,0.0,0.5,0.75,,0.0,,0.0,0.3157894736842105,0.42105263157894735,,F,,,,at_home,other,,,no,no,,,yes,no,no,9.0
,,,,0.3333333333333333,0.0,1.0,,0.25,0.0,,0.25,,,0.5789473684210527,MS,,,LE3,A,at_home,,,,,,,no,,yes,,11.0
,0.25,,0.0,0.6666666666666667,0.0,,0.75,0.5,,0.0,1.0,0.0,0.5263157894736842,0.5789473684210527,MS,M,U,GT3,A,other,,,,,,no,,yes,yes,,
0.2857142857142856,0.75,0.5,0.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.75,,0.25,1.0,0.0,,,,,,GT3,,,,course,,,no,no,,,,no,
0.2857142857142856,,0.25,,,0.3333333333333333,,,0.75,0.25,,1.0,0.0,0.3157894736842105,0.3157894736842105,MS,,R,,,other,,other,father,no,,,no,no,,,7.0
,1.0,1.0,0.3333333333333333,,,,1.0,0.0,0.5,1.0,,0.0,0.6842105263157894,0.7368421052631579,,F,R,GT3,,teacher,,course,mother,no,no,no,,,yes,yes,
,0.5,0.5,0.3333333333333333,,0.0,0.0,0.25,0.0,,0.0,,,0.5263157894736842,0.47368421052631576,MS,F,,LE3,,at_home,,reputation,,no,no,no,yes,no,no,no,11.0
,,,,0.3333333333333333,,,,0.5,0.0,,0.75,,0.5263157894736842,0.5263157894736842,,F,R,LE3,T,,,,,,yes,,no,yes,yes,yes,10.0
0.0,0.25,0.25,0.3333333333333333,,0.3333333333333333,0.75,,,0.0,0.25,,0.125,0.3157894736842105,0.3684210526315789,MS,F,R,,T,other,services,course,,no,,,,,yes,,
0.1428571428571428,,,,,,,0.25,,,0.25,0.25,0.0,0.631578947368421,,MS,,,GT3,T,other,other,,mother,no,yes,no,yes,,yes,,
0.2857142857142856,,0.75,,0.0,,,,1.0,,0.5,,,,0.5789473684210527,MS,F,,GT3,T,,other,course,,,,no,,,,,
0.0,,0.75,,0.0,0.0,,0.0,0.5,0.0,0.0,0.75,0.0,0.7368421052631579,0.8421052631578947,MS,F,R,GT3,,other,,course,,,no,,no,no,,,16.0
,0.25,0.25,,,0.0,1.0,,,0.75,1.0,,0.0,0.3684210526315789,0.0,MS,M,U,GT3,T,at_home,services,,,no,,no,,yes,,no,0.0
,0.25,,,,,0.75,,0.5,,0.75,,0.125,0.42105263157894735,0.47368421052631576,,M,,,T,other,other,home,,,,yes,no,,yes,yes,9.0
0.0,1.0,0.25,,,,1.0,0.5,0.75,,0.25,0.25,0.0,0.631578947368421,0.6842105263157894,,,,LE3,,health,services,,father,,,no,,yes,yes,yes,14.0
,1.0,,,,,1.0,,0.75,0.0,0.25,0.25,,0.3684210526315789,0.47368421052631576,,M,R,,,,services,reputation,father,no,yes,no,yes,yes,yes,yes,8.0
0.1428571428571428,,,0.6666666666666667,,0.0,,,,,,1.0,0.125,0.47368421052631576,0.5263157894736842,MS,M,R,GT3,,,,,mother,,no,no,no,no,,no,
0.0,0.25,0.25,1.0,0.3333333333333333,,,0.75,1.0,0.25,,0.75,0.25,0.3684210526315789,0.47368421052631576,MS,,R,,,other,other,course,mother,no,,no,,yes,,no,9.0
,,,,,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5789473684210527,,MS,M,,LE3,,,,reputation,father,no,,no,yes,,yes,,
0.2857142857142856,0.5,,,,,,,1.0,1.0,1.0,0.5,,,0.5263157894736842,,,,GT3,T,other,other,other,,,,,,,,,9.0
0.1428571428571428,1.0,,0.3333333333333333,,,,0.25,0.25,,,0.75,,,,MS,,,,T,teacher,,course,mother,no,no,no,yes,,yes,yes,17.0
0.0,0.25,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.0,,,0.09375,0.5789473684210527,,,F,R,GT3,T,,,,mother,,no,no,no,yes,,no,
,0.5,,0.6666666666666667,0.3333333333333333,,,1.0,0.75,0.0,0.25,0.0,0.0625,,0.7894736842105263,MS,F,R,GT3,,other,services,course,,,yes,no,,yes,,yes,15.0
,0.25,0.5,,0.3333333333333333,0.0,0.75,,,0.0,,1.0,,0.5263157894736842,0.5789473684210527,MS,M,R,GT3,,other,other,,,,,no,no,yes,yes,,
0.1428571428571428,,,0.6666666666666667,0.3333333333333333,,0.75,0.75,,0.0,,0.75,0.125,0.47368421052631576,,,,R,,T,,other,,mother,,,no,no,,,yes,
0.1428571428571428,0.25,,0.0,0.6666666666666667,0.3333333333333333,,0.5,,0.0,0.25,,0.0,0.5263157894736842,0.42105263157894735,MS,,,,,other,services,course,mother,no,yes,no,,yes,,,
0.1428571428571428,0.25,0.5,0.0,,0.3333333333333333,0.0,,0.25,,0.25,,,0.47368421052631576,,,F,,GT3,T,other,services,,,no,yes,,no,yes,yes,no,
0.0,,0.25,0.0,0.3333333333333333,,0.75,0.75,0.25,0.5,,0.25,0.0,0.47368421052631576,,,F,U,,,at_home,,home,mother,yes,,no,,no,,yes,9.0
0.1428571428571428,0.25,0.25,0.0,0.3333333333333333,0.0,,0.75,,,,,0.0,0.6842105263157894,0.7368421052631579,MS,F,U,,T,at_home,other,course,father,,,no,no,no,,,15.0
0.2857142857142856,0.25,,,0.0,,1.0,1.0,,1.0,1.0,,,0.5263157894736842,0.5789473684210527,MS,M,R,LE3,T,at_home,,reputation,mother,no,yes,,yes,,yes,yes,11.0
0.1428571428571428,0.25,,1.0,1.0,0.0,,0.5,,0.0,,0.0,0.0,,0.5263157894736842,MS,,R,,,,other,home,father,no,,no,,no,,,13.0
0.1428571428571428,,0.25,,0.6666666666666667,0.0,,,,,,1.0,0.0625,,0.47368421052631576,MS,F,R,GT3,T,,,other,,yes,,no,,yes,yes,,
0.0,,,,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,,,0.5789473684210527,0.5263157894736842,,,R,GT3,,at_home,other,home,father,,yes,no,yes,,yes,,
0.1428571428571428,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,,0.25,0.75,,0.25,0.0,,0.631578947368421,MS,,,GT3,T,at_home,other,other,mother,,,no,yes,yes,yes,yes,14.0
0.0,0.25,0.25,0.6666666666666667,,0.0,0.75,,0.0,0.0,,0.25,,,0.7368421052631579,MS,F,R,GT3,,,at_home,,father,no,yes,,no,yes,,no,14.0
0.0,,,0.0,,,,,,,0.25,1.0,0.0625,0.7368421052631579,0.5789473684210527,MS,F,R,LE3,T,other,other,,,,,,no,yes,yes,,12.0
0.1428571428571428,,0.25,0.3333333333333333,0.0,,0.5,0.75,0.75,0.5,0.75,1.0,,0.5789473684210527,,MS,M,,GT3,T,,other,,father,,no,no,yes,,yes,no,
0.4285714285714284,,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,,0.75,0.25,0.5,1.0,,0.47368421052631576,,,F,,,T,,,,,no,yes,no,yes,,,,8.0
0.0,0.75,,,0.0,,0.5,0.25,0.5,0.0,0.5,0.75,0.0,,0.47368421052631576,MS,,U,,T,other,,,mother,no,yes,,no,yes,,,
,0.5,,0.6666666666666667,0.3333333333333333,,1.0,,0.75,,0.0,0.25,0.03125,0.7368421052631579,0.6842105263157894,,F,R,GT3,,,services,course,,no,yes,no,yes,,,,14.0
0.0,,0.5,0.6666666666666667,,,0.75,,0.5,0.0,0.25,0.75,0.03125,0.6842105263157894,0.631578947368421,MS,,,GT3,T,,,reputation,,no,no,no,,,,,13.0
0.1428571428571428,,,,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,,0.5,,0.6842105263157894,,MS,,U,,T,other,,course,father,,yes,no,yes,,yes,no,13.0
0.0,,,0.0,0.3333333333333333,0.0,,1.0,,0.0,0.0,0.0,,0.6842105263157894,0.631578947368421,MS,,R,,T,,,,,,yes,,no,,yes,yes,
0.1428571428571428,,0.5,0.3333333333333333,,,,,0.75,0.25,,,,,0.5789473684210527,,F,,,T,at_home,other,course,mother,,yes,no,,no,,,12.0
0.1428571428571428,0.5,,0.6666666666666667,0.0,,0.75,0.5,0.25,,,0.75,0.0,0.7368421052631579,,MS,F,,LE3,T,,,home,father,no,,,yes,yes,,no,
,,,0.3333333333333333,0.0,0.0,0.25,0.75,0.5,0.25,0.5,0.75,0.125,,0.42105263157894735,MS,M,,LE3,T,,services,,,no,yes,no,yes,,,,
0.0,0.25,,,0.0,,0.75,0.25,,,1.0,,,,0.5789473684210527,MS,,R,LE3,T,,other,reputation,,,,,,yes,yes,,11.0
0.0,0.5,0.5,,0.6666666666666667,0.0,1.0,0.5,,,0.0,0.75,0.0,,0.6842105263157894,MS,F,,,T,other,services,course,mother,,,,,yes,yes,,14.0
